GO Highest Offense Desc,Highest NIBRS/UCR Offense Description,GO Report Date,GO Location,Clearance Date,GO Location Zip
THEFT FROM BUILDING           ,Theft: from Building,07/14/2014 12:00:00 AM,13725 N FM 620 RD SB                                                                                ,07/17/2014 12:00:00 AM,
BURGLARY OF VEHICLE           ,Theft: BOV,02/17/2014 12:00:00 AM,2504 MANOR RD                                                                                       ,02/18/2014 12:00:00 AM,78722.0
AGG ROBBERY/DEADLY WEAPON     ,Robbery,07/18/2014 12:00:00 AM,13296 N US 183 HWY NB                                                                               ,09/25/2014 12:00:00 AM,78729.0
THEFT FROM AUTO               ,Theft: BOV,11/17/2014 12:00:00 AM,2521 RUTLAND DR                                                                                     ,11/17/2014 12:00:00 AM,78758.0
BURGLARY OF VEHICLE           ,Theft: BOV,09/25/2014 12:00:00 AM,1015 AVONDALE RD                                                                                    ,09/25/2014 12:00:00 AM,78704.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",10/24/2014 12:00:00 AM,2625 JONES RD                                                                                       ,10/31/2014 12:00:00 AM,78745.0
BURGLARY OF VEHICLE           ,Theft: BOV,11/17/2014 12:00:00 AM,1705 CROWN DR                                                                                       ,11/19/2014 12:00:00 AM,78745.0
AUTO THEFT                    ,Auto Theft,05/08/2014 12:00:00 AM,6407 SPRINGDALE RD                                                                                  ,05/12/2014 12:00:00 AM,78723.0
THEFT FROM AUTO               ,Theft: BOV,12/29/2014 12:00:00 AM,1612 BOWERTON DR                                                                                    ,12/29/2014 12:00:00 AM,78754.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,02/03/2014 12:00:00 AM,3230 E MARTIN LUTHER KING JR BLVD                                                                   ,03/13/2014 12:00:00 AM,78723.0
BURGLARY OF VEHICLE           ,Theft: BOV,05/20/2014 12:00:00 AM,1606 GRAYFORD DR                                                                                    ,05/21/2014 12:00:00 AM,78704.0
THEFT OF BICYCLE              ,Theft: All Other Larceny,02/23/2014 12:00:00 AM,1509 SHOAL CREEK BLVD                                                                               ,02/25/2014 12:00:00 AM,78701.0
BURGLARY OF VEHICLE           ,Theft: BOV,06/27/2014 12:00:00 AM,W 8TH ST / COLORADO ST                                                                              ,07/24/2014 12:00:00 AM,78701.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,11/11/2014 12:00:00 AM,8601 RESEARCH BLVD NB                                                                               ,11/12/2014 12:00:00 AM,78758.0
BURGLARY OF VEHICLE           ,Theft: BOV,07/19/2014 12:00:00 AM,904 ETHEL ST                                                                                        ,07/22/2014 12:00:00 AM,78704.0
BURGLARY OF VEHICLE           ,Theft: BOV,10/21/2014 12:00:00 AM,6106 AIRPORT BLVD                                                                                   ,11/10/2014 12:00:00 AM,78752.0
BURGLARY OF VEHICLE           ,Theft: BOV,05/15/2014 12:00:00 AM,5100 W US 290 HWY SVRD WB                                                                           ,05/23/2014 12:00:00 AM,78735.0
THEFT                         ,Theft: All Other Larceny,03/11/2014 12:00:00 AM,4110 GUADALUPE ST                                                                                   ,,78751.0
THEFT FROM AUTO               ,Theft: BOV,11/26/2014 12:00:00 AM,11441 N IH 35 SVRD NB                                                                               ,11/28/2014 12:00:00 AM,78753.0
ROBBERY BY ASSAULT            ,Robbery,06/19/2014 12:00:00 AM,5510 S IH 35 SVRD SB                                                                                ,10/22/2014 12:00:00 AM,78745.0
BURGLARY NON RESIDENCE        ,"Burglary / 
Breaking & Entering",04/17/2014 12:00:00 AM,1214 W 5TH ST                                                                                       ,05/01/2014 12:00:00 AM,78703.0
THEFT                         ,Theft: All Other Larceny,03/28/2014 12:00:00 AM,11011 BLUFF BEND DR                                                                                 ,03/28/2014 12:00:00 AM,78753.0
AGG ASLT STRANGLE/SUFFOCATE   ,Aggravated Assault,05/07/2014 12:00:00 AM,10701 S IH 35 NB                                                                                    ,05/15/2014 12:00:00 AM,78747.0
BURGLARY OF VEHICLE           ,Theft: BOV,03/24/2014 12:00:00 AM,11111 RESEARCH BLVD SVRD NB                                                                         ,03/26/2014 12:00:00 AM,78759.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,05/24/2014 12:00:00 AM,525 W SLAUGHTER LN                                                                                  ,06/02/2014 12:00:00 AM,78748.0
BURGLARY OF VEHICLE           ,Theft: BOV,02/23/2014 12:00:00 AM,5103 PALO BLANCO LN                                                                                 ,02/28/2014 12:00:00 AM,78744.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,01/14/2014 12:00:00 AM,8201 N FM 620 RD                                                                                    ,08/05/2014 12:00:00 AM,78726.0
THEFT                         ,Theft: All Other Larceny,01/17/2014 12:00:00 AM,343 S CONGRESS AVE                                                                                  ,01/19/2014 12:00:00 AM,78704.0
BURGLARY OF VEHICLE           ,Theft: BOV,12/07/2014 12:00:00 AM,2451 S CAPITAL OF TEXAS HWY NB                                                                      ,01/07/2015 12:00:00 AM,78746.0
THEFT OF AUTO PARTS           ,Theft: Auto Parts,04/23/2014 12:00:00 AM,5300 JIMMY CLAY DR                                                                                  ,05/13/2014 12:00:00 AM,78744.0
THEFT                         ,Theft: All Other Larceny,02/21/2014 12:00:00 AM,1819 S PLEASANT VALLEY RD                                                                           ,03/20/2014 12:00:00 AM,78741.0
THEFT                         ,Theft: All Other Larceny,12/26/2014 12:00:00 AM,1822 RUTLAND DR                                                                                     ,12/29/2014 12:00:00 AM,78758.0
THEFT                         ,Theft: All Other Larceny,09/27/2014 12:00:00 AM,1729 WOOTEN PARK DR                                                                                 ,10/01/2014 12:00:00 AM,78757.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",08/03/2014 12:00:00 AM,1201 CULLEN AVE                                                                                     ,08/08/2014 12:00:00 AM,78757.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",12/25/2014 12:00:00 AM,1109 S PLEASANT VALLEY RD                                                                           ,01/20/2015 12:00:00 AM,78741.0
AUTO THEFT                    ,Auto Theft,03/10/2014 12:00:00 AM,1124 RUTLAND DR                                                                                     ,03/14/2014 12:00:00 AM,78758.0
BURGLARY OF COIN-OP MACHINE   ,Theft: Coin Op Machine,12/01/2014 12:00:00 AM,829 PARK PLZ                                                                                        ,01/27/2015 12:00:00 AM,78753.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",10/23/2014 12:00:00 AM,1415 CHESTNUT AVE                                                                                   ,10/28/2014 12:00:00 AM,78702.0
THEFT                         ,Theft: All Other Larceny,11/28/2014 12:00:00 AM,505 E 6TH ST                                                                                        ,12/01/2014 12:00:00 AM,78701.0
THEFT OF METAL                ,Theft: All Other Larceny,06/10/2014 12:00:00 AM,909 COLORADO ST                                                                                     ,06/13/2014 12:00:00 AM,78701.0
BURGLARY OF VEHICLE           ,Theft: BOV,01/22/2014 12:00:00 AM,2320 GRACY FARMS LN                                                                                 ,01/23/2014 12:00:00 AM,78758.0
